id,date,timestamp,level,status,method,host,pathname,event_message,headers,regions,log_type,latency,log_count,logs,auth_user
7047975c-fa01-4715-a66e-5fd3fa0a9b45,"""2026-07-07T12:47:50.823Z""",2026-07-07T12:47:50.823000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
e71420dd-b5ea-4ce4-a334-fcaa08a5fc43,"""2026-07-07T12:47:50.812Z""",2026-07-07T12:47:50.812000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
3dcba9bf-07e4-45b3-bb64-7cd7ceebc086,"""2026-07-07T12:47:50.787Z""",2026-07-07T12:47:50.787000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
684f5e50-466c-4edd-b8d4-b5016f3c6137,"""2026-07-07T12:47:50.758Z""",2026-07-07T12:47:50.758000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
360b56e1-01bf-4baa-bd8b-794ca4b63e5e,"""2026-07-07T12:47:50.723Z""",2026-07-07T12:47:50.723000,success,200,POST,,/admin/v1/network-bans/retrieve,POST | 200 | https://vwgtfpksdpzxhvhuwlzl.supabase.co/admin/v1/network-bans/retrieve | @supabase-infra/mgmt-api/3f8ae85,{},[],edge,0,null,[],null
ddffd6f6-e4bb-495b-9483-6b2791e8e470,"""2026-07-07T12:47:50.711Z""",2026-07-07T12:47:50.711000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
a39bea0e-d0a2-4610-9928-902882d2e2ab,"""2026-07-07T12:47:50.690Z""",2026-07-07T12:47:50.690000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
2f4e50c8-e09c-475a-9825-fb8e6948c774,"""2026-07-07T12:47:50.679Z""",2026-07-07T12:47:50.679000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
4c98be40-f83f-4f73-9556-78cd3156fda9,"""2026-07-07T12:47:50.668Z""",2026-07-07T12:47:50.668000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
9b8d8dab-f12d-46a2-87e6-38c3bf116b7a,"""2026-07-07T12:47:50.310Z""",2026-07-07T12:47:50.310000,success,00000,,,,"statement: -- pg_trgm indexes for leads + sap_lead address search (global-masterlist).
-- Apply via Supabase SQL editor or migration pipeline.

CREATE EXTENSION IF NOT EXISTS pg_trgm;

CREATE INDEX IF NOT EXISTS idx_leads_full_name_trgm
  ON public.leads USING gin (full_name gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_leads_email_trgm
  ON public.leads USING gin (email gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_leads_handphone_trgm
  ON public.leads USING gin (handphone gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_leads_address_trgm
  ON public.leads USING gin (address gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_leads_block_trgm
  ON public.leads USING gin (block gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_leads_unit_trgm
  ON public.leads USING gin (unit gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_leads_building_trgm
  ON public.leads USING gin (building gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_leads_street_trgm
  ON public.leads USING gin (street gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_leads_postcode_trgm
  ON public.leads USING gin (postcode gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_sap_lead_code_trgm
  ON public.sap_lead USING gin (lead_code gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_sap_lead_name_trgm
  ON public.sap_lead USING gin (lead_name gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_sap_lead_phone_trgm
  ON public.sap_lead USING gin (phone_number gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_sap_lead_email_trgm
  ON public.sap_lead USING gin (email gin_trgm_ops);

CREATE INDEX IF NOT EXISTS idx_sap_lead_address_trgm
  ON public.sap_lead USING gin (lead_address gin_trgm_ops);


-- source: dashboard
-- user: session:c8c792c6-f9d0-4b4b-85a1-d6e15e54a5d2
-- date: 2026-07-07T12:47:50.172Z",{},[],postgres,0,null,[],null
a526f5a7-38a0-4e86-a687-5267371ad220,"""2026-07-07T12:47:50.256Z""",2026-07-07T12:47:50.256000,success,00000,,,,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba_public.conf:3)",{},[],postgres,0,null,[],null
dd24b7bf-0767-4eb6-9cae-6517cb1997aa,"""2026-07-07T12:47:50.190Z""",2026-07-07T12:47:50.190000,success,00000,,,,connection received: host=2406:da18:96a:8200:d4b2:6031:2d9b:714 port=44710,{},[],postgres,0,null,[],null
bf076ee1-cc62-4515-8fa6-3af83c2d1ab3,"""2026-07-07T12:47:42.877Z""",2026-07-07T12:47:42.877000,success,200,GET,,/rest/v1/calendar_events,GET | 200 | https://vwgtfpksdpzxhvhuwlzl.supabase.co/rest/v1/calendar_events?select=id%2Cscope%2Ctechnician_id%2Cevent_type%2Ctitle%2Cstart_date%2Cend_date%2Call_day%2Cstart_time%2Cend_time&deleted_at=is.null&start_date=lte.2026-07-13&end_date=gte.2026-07-05&order=start_date.asc | node,{},[],edge,0,null,[],null
552a99c2-443e-4757-a2f2-9d53160ee755,"""2026-07-07T12:47:42.727Z""",2026-07-07T12:47:42.727000,success,200,GET,,/rest/v1/customer_location,GET | 200 | https://vwgtfpksdpzxhvhuwlzl.supabase.co/rest/v1/customer_location?select=id%2Ccustomer_id%2Csite_id%2Cbuilding%2Cstreet%2Cblock%2Ccity%2Ccountry_name%2Czip_code%2Caddress%2Caddress_type%2Clocation_id&customer_id=in.%28ee29add8-2607-422d-bd54-87612fb765e6%2C2f68975d-39c6-4d3f-9ac7-90c7568a98f4%2Cfc5da34d-30f6-492f-9c61-adcd14230496%2C13af73dd-fe3b-4006-b07c-88a683cfd4dd%2C54ff5a32-56b4-4391-9966-278258daba61%2C6037b850-a09f-4270-a9c7-2a0b4b812c0b%2Ca34eea5f-2b90-4ecc-8eb7-07b16f492b48%2C29a3a71b-073d-4cdf-803c-fc146ca4c06a%2C811d8bca-ebb5-4b78-800f-61d953b06034%2C9eb65a17-bccc-4a75-b951-f63c1daf6251%2C59c61a46-8caa-4e6d-aef0-480ef1653e11%2C5147f83e-598b-419d-8e45-74c42681d674%2C9538e003-446b-4ba8-a90f-554ba526416d%2C17cba151-2f4d-437f-ac2c-b6d0d48b89a3%2C0ce37eee-8553-4362-bb4c-29dc3b9d8c51%2Cdcdb96b8-d65b-4eca-8a63-860ea7598611%2Cc1246206-9810-4e1b-ae9e-9474e448245f%2Cff01a638-40f8-467b-a010-f0acfa7a994f%2Cb94ea83e-4481-4f7e-aa99-e9a77f8004c6%2Cf43b3faa-5c35-425d-b98f-3e981b4e5334%2Cc... | node,{},[],edge,0,null,[],null
c4da83bb-654f-42fb-80ee-60bbe52caf5d,"""2026-07-07T12:47:42.721Z""",2026-07-07T12:47:42.721000,success,200,GET,,/rest/v1/customer_location,GET | 200 | https://vwgtfpksdpzxhvhuwlzl.supabase.co/rest/v1/customer_location?select=id%2Ccustomer_id%2Csite_id%2Cbuilding%2Cstreet%2Cblock%2Ccity%2Ccountry_name%2Czip_code%2Caddress%2Caddress_type%2Clocation_id&customer_id=in.%28f2ecf187-80bd-4d05-aa11-7c0613cd98a7%2Cb8f3bb48-c0d0-4cbd-9a13-0697176047fd%2Ca9d6a35a-1631-4e18-b4b5-f3862cce459d%2Cdc6e2991-82a4-4337-9a6a-5545289377e0%2C6c9be46c-406b-456a-8126-032ec7e93eef%2C7f3d4057-cdb5-488d-8186-3554d98ab386%2C1b226a92-9f6e-4c86-8679-a365e5cbc683%2Cadd83af8-7092-4c74-9372-9f158edf1251%2C807fe815-bfd1-4e39-bb34-f44cd047dec7%2C160f8731-dcdd-4f2a-bd43-3dac71486297%2Cf77c650d-a2db-48cc-b201-4b6c3091c902%2C9aff1236-0b5b-441b-8a8f-97c506c3eb4a%2C2cba6939-b074-4344-b626-7d8028c5c8a9%2Ca357bf4d-186d-40f7-a205-a9dea68129ad%2C921c89ac-1544-49db-9a1a-72da9d66b781%2Cff2890d8-d202-4177-af46-4a473cc0ba15%2C0badb0db-28bd-4536-8695-404aadb4b4d3%2C12e3f566-f930-4e68-9a51-bdfd53c0d9c0%2Cef4e5b54-81ef-49b7-8816-630fa208fe87%2Cd45ad213-d0e3-4ab8-b53f-c7ba7da1899e%2Cc... | node,{},[],edge,0,null,[],null
bcdba039-458f-407c-acea-3281a994f8e2,"""2026-07-07T12:47:42.720Z""",2026-07-07T12:47:42.720000,success,200,GET,,/rest/v1/customer_location,GET | 200 | https://vwgtfpksdpzxhvhuwlzl.supabase.co/rest/v1/customer_location?select=id%2Ccustomer_id%2Csite_id%2Cbuilding%2Cstreet%2Cblock%2Ccity%2Ccountry_name%2Czip_code%2Caddress%2Caddress_type%2Clocation_id&customer_id=in.%28191c5c25-6932-4f91-913b-b4c8283d6872%2C1974bc02-cf6f-488b-9038-f0676e023529%2Cd2a9a59a-6ec4-41d0-99e0-51ed5bc8d7ca%2C01a24d8c-af7e-450d-a6be-c7e1d6d83831%2Ca864c168-b128-42f9-bba1-06174a670d9c%2C64e7ebb6-6c8a-437b-9bee-6cf2f61e8574%2C2a5b8c24-2451-4d97-9a7e-e1078d70dbee%2C10d23ff9-8578-483e-a28a-fec900041d24%2C5dbc1b30-98ad-4a77-94a8-5ea17f7e3b7e%2Cb1cbe626-21fa-43bf-9475-273b22351b61%2C04e2e0cf-fee9-48eb-8be6-5e14075cc436%2C9eb53fa9-64e4-4bf8-818e-695ff3ea2f2c%2C841f4c24-0a9a-4ddb-b940-fc5ac8b82cd8%2Ce60069ac-fc9c-4882-867a-7741449ac37c%2C4e129ef3-a311-4650-9337-eebca7887d20%2C79547107-cae2-43d0-9fde-5bebb998bb0d%2Cb320498f-7d93-4564-a75a-0a8ac0305091%2Cb1c33368-6f60-4cf8-a0e7-ac25c67fdf42%2C0047fd25-bee3-4b05-a88d-fb0acaf5ff8e%2Cedbd0347-7818-4e93-8197-c5b9146fa4dc%2Ca... | node,{},[],edge,0,null,[],null
471e53b5-d90c-41de-82cc-cb72241be7b7,"""2026-07-07T12:47:42.720Z""",2026-07-07T12:47:42.720000,success,200,GET,,/rest/v1/customer_location,GET | 200 | https://vwgtfpksdpzxhvhuwlzl.supabase.co/rest/v1/customer_location?select=id%2Ccustomer_id%2Csite_id%2Cbuilding%2Cstreet%2Cblock%2Ccity%2Ccountry_name%2Czip_code%2Caddress%2Caddress_type%2Clocation_id&customer_id=in.%28eaff2bf1-a891-479d-8e8a-65f4f1f463f1%2C641acb03-641b-4c4f-b382-0f486b0d3115%2C779af141-6a9a-481b-a4ff-0703f5cbfa7e%2C8b75ab2a-4bed-4c2a-b306-59ab28992123%2C024bcf9b-13e9-439c-8aae-cd234f759abd%2C124934a6-44fa-499a-bd90-4e9e72960c7a%2C02cfdad8-1fcb-4242-8be8-3eeeaed29db8%2C4ce6cbd0-d890-47cb-9213-bb689debb1d7%2C20d6a927-873c-447e-a937-ec977e75ff2c%2Cea4db0f2-66f3-4f4c-a533-1f2d8732c3a6%2C40741a38-d55d-45ba-89a2-de737809d5dd%2C8373517c-6d19-4c81-a8f1-4cd8e8413fa1%2C6a9515e8-f2c7-490a-9efa-5cb5160474b2%2C1707e259-81f5-4d2c-a2a3-0a8fbb0b1eb3%29 | node,{},[],edge,0,null,[],null
6dbf1087-aefb-48ed-840a-c9683bbb1549,"""2026-07-07T12:47:42.599Z""",2026-07-07T12:47:42.599000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
9cdf54f1-efaa-4f34-8369-dcfe5e1331c4,"""2026-07-07T12:47:42.598Z""",2026-07-07T12:47:42.598000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
dcb89d04-4f85-46df-9ad6-b30e4b65f40e,"""2026-07-07T12:47:42.472Z""",2026-07-07T12:47:42.472000,success,200,GET,,/rest/v1/technician_jobs,GET | 200 | https://vwgtfpksdpzxhvhuwlzl.supabase.co/rest/v1/technician_jobs?select=id%2Cjob_id%2Ctechnician_id%2Cassignment_status%2Cstarted_at%2Ccompleted_at%2Cupdated_at%2Cdeleted_at%2Ctechnician%3Atechnician_id%28id%2Cfull_name%2Cemail%2Cuser_id%29&job_id=in.%2880d664b9-d582-42f6-a506-e8f9add7eaa5%2Cfb2a6447-775e-48ea-afa2-5feb11f88696%2C337cf146-32f0-4b36-a256-2b0172ddf962%2C4c4d2c39-e475-44a1-b520-1f239d6c55e1%2C379789c2-b7ad-4bf9-98e5-804796218f92%2C45ddae99-4170-47a4-bc41-34912f0ef046%2C38ad6a0c-7e26-49e9-aa27-d5ab46d1abb4%2Cb9b84401-75aa-49e2-a4a6-9511b9276834%2C9283fc4e-b5de-4d1c-9f27-4dcff4c5b952%2C013cbde5-7ee5-4019-b02b-edd0f381aa09%2C82b9fe21-1eb2-472a-a87d-405607bc6101%2Cb82c429d-8979-457e-b69e-5bda8de1487e%2C0b7be8fa-9c31-410a-bc52-e7477a611866%2C49e92ab9-f9ab-4a13-a000-caf17220b15f%2C550880d4-37db-4962-92f6-5ed6fe42a451%2C004c7b9f-1ad1-4f89-9b3e-63f98bccf5be%2C116ed5a4-54b5-4338-9356-92c32013d613%2C25c67840-3f6e-4708-b4fc-b8d72fd14a1c%2C9016294f-e23b-4d66-9681-44fa5655f5d8%2C06248... | node,{},[],edge,0,null,[],null
3df89f1f-41bb-4599-b16c-933d701482c4,"""2026-07-07T12:47:42.445Z""",2026-07-07T12:47:42.445000,success,200,GET,,/rest/v1/job_schedule,GET | 200 | https://vwgtfpksdpzxhvhuwlzl.supabase.co/rest/v1/job_schedule?select=id%2Cjob_id%2Cjsdate%2Cjstime%2Cjedate%2Cjetime%2Cdur%2Cdur_type%2Caddress%2Ccreated_at%2Cupdated_at&job_id=in.%2893632635-d72b-4cce-bfa5-8520637c80f3%2C39ebd656-4dbf-4934-a33e-afd2cb6e78a2%2Cb1db33d9-ece4-436e-8594-c850f5894f4f%2Cdd89a091-890c-45d0-82a7-eea0e4576631%2Ca73832ca-a5d1-4132-8238-8de6f6ed21f3%2Cd3c2bdd9-6deb-488b-998e-49dc0908451b%2Cc8f29efc-b908-451f-8e42-a3f86199b017%2Cb7ed8995-f563-4acf-8dce-b5a682d6a409%2C54890371-4044-4899-9a7e-a6cf5154ceae%2C8fca537d-e49b-4c42-99b0-908217ea80ce%2Cd37ce0ac-b27a-4329-adab-a30a2f3321e7%2Cad3a504f-f157-4a7d-afef-e951b8b6d9fc%2C7ea9d95f-b86b-4315-b548-b0b3384f8f10%2C6f75c9da-dac7-4d97-95c2-f81925d8204e%2C88890787-387e-4ea7-b477-4610b08ab0a9%2Cb45338db-1ab8-403b-bdc5-7bb0f99fa4d2%2C0c53386c-012b-41c6-8c9c-6d086bed4f53%2C82670ab9-0b40-48f7-bd85-5c66a5f617ad%2Cfbf04e4c-8971-4f9e-b3be-d9a0638d1c55%2C76f8bb6f-307a-4d99-938e-0689e2240e82%2Cc3147e3d-ef96-40c0-b76d-4d968fbbef54%... | node,{},[],edge,0,null,[],null
1603397e-5ca8-492e-b853-050f3bda3b69,"""2026-07-07T12:47:42.444Z""",2026-07-07T12:47:42.444000,success,200,GET,,/rest/v1/technician_jobs,GET | 200 | https://vwgtfpksdpzxhvhuwlzl.supabase.co/rest/v1/technician_jobs?select=id%2Cjob_id%2Ctechnician_id%2Cassignment_status%2Cstarted_at%2Ccompleted_at%2Cupdated_at%2Cdeleted_at%2Ctechnician%3Atechnician_id%28id%2Cfull_name%2Cemail%2Cuser_id%29&job_id=in.%2893632635-d72b-4cce-bfa5-8520637c80f3%2C39ebd656-4dbf-4934-a33e-afd2cb6e78a2%2Cb1db33d9-ece4-436e-8594-c850f5894f4f%2Cdd89a091-890c-45d0-82a7-eea0e4576631%2Ca73832ca-a5d1-4132-8238-8de6f6ed21f3%2Cd3c2bdd9-6deb-488b-998e-49dc0908451b%2Cc8f29efc-b908-451f-8e42-a3f86199b017%2Cb7ed8995-f563-4acf-8dce-b5a682d6a409%2C54890371-4044-4899-9a7e-a6cf5154ceae%2C8fca537d-e49b-4c42-99b0-908217ea80ce%2Cd37ce0ac-b27a-4329-adab-a30a2f3321e7%2Cad3a504f-f157-4a7d-afef-e951b8b6d9fc%2C7ea9d95f-b86b-4315-b548-b0b3384f8f10%2C6f75c9da-dac7-4d97-95c2-f81925d8204e%2C88890787-387e-4ea7-b477-4610b08ab0a9%2Cb45338db-1ab8-403b-bdc5-7bb0f99fa4d2%2C0c53386c-012b-41c6-8c9c-6d086bed4f53%2C82670ab9-0b40-48f7-bd85-5c66a5f617ad%2Cfbf04e4c-8971-4f9e-b3be-d9a0638d1c55%2C76f8b... | node,{},[],edge,0,null,[],null
58149c84-a255-45e2-9d8b-6055e0392800,"""2026-07-07T12:47:42.444Z""",2026-07-07T12:47:42.444000,success,200,GET,,/rest/v1/technician_jobs,GET | 200 | https://vwgtfpksdpzxhvhuwlzl.supabase.co/rest/v1/technician_jobs?select=id%2Cjob_id%2Ctechnician_id%2Cassignment_status%2Cstarted_at%2Ccompleted_at%2Cupdated_at%2Cdeleted_at%2Ctechnician%3Atechnician_id%28id%2Cfull_name%2Cemail%2Cuser_id%29&job_id=in.%282cdf9c14-07c9-42fb-947c-3b94108a5303%2Cb107b845-f7e0-44c1-a406-32e6958a016e%2C206c28f7-5c8e-4e75-9642-6af453c4ce44%2Ca1471c49-daed-4a80-808a-5ae51d650b8a%2Cb9e74881-2fc6-47ec-aa5b-3e4a901253ad%2C1cd6281b-b1b4-4077-974d-541ee1fda374%2C7cedbaa1-3dc4-4809-9757-a9ca315c7c03%2C5891d8c7-41b6-4bee-a916-23bc0fc8c140%2C4695c59d-dea4-4a80-819c-1034d2f0bbf4%2C8b673f06-7e44-4d9c-96cc-7c78554da7f8%2C38b7139a-6a8b-40d3-bd7a-d7ea22ab3132%2C83608d81-301e-4322-82b5-3066e244e50a%2C5a0e7836-9898-446d-ac3b-61926ab802dc%2Ce16b0a60-2dee-4b05-866c-06ee99d8f2fd%2C5f72f592-7f59-4f57-8729-e60732cf737a%2C34b4bbf8-a9ec-4f10-84f6-a03e1ac34a60%2Cbae355fd-1d57-4913-9b09-88ddc730966b%2C759dd285-e901-4110-97fd-62b464ca0208%2C9d4fc6dd-966c-413f-9c84-203002403bf3%2C6dfc7... | node,{},[],edge,0,null,[],null
